"drug_name"	"original_smiles"
"SCH486757"	"C1C[C@H]2CC(C[C@@H]1N2C(C3=CC=CC=C3Cl)C4=CC=CC=C4Cl)(C5=NC=CC=N5)O"
"NADA"	"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCC1=CC(=C(C=C1)O)O"
"GSK256073"	"CCCCCN1C2=C(C(=O)NC1=O)NC(=N2)Cl"
"COMPOUND 3B [PMID: 23454515]"	"C1OC2=C(O1)C=C(C=C2)/C=C\3/C(=O)N=C(N3)NC4=CC=C(C=C4)OCCOCCOCCOCCN"
"ALEXA-488-TELENZEPINE"	"CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)CCCCCCCCCCNC(=O)C5=CC(=C(C=C5)C6=C7C=CC(=N)C(=C7OC8=C6C=CC(=C8S([O-])([O-])[O-])N)S([O-])([O-])[O-])C(=O)O"
"AT-076"	"CC(C)[C@@H](CN1CCC(CC1)C2=CC(=CC=C2)O)NC(=O)[C@H]3CC4=C(CN3)C=C(C=C4)O"
"COMPOUND 13B [PMID: 19101153]"	"CC1([C@H]([C@@H](C2=C(O1)C=CC(=C2)C#N)N3C(=O)C4=C(O3)C=C(C=C4)Cl)O)C"
"UCPH-101"	"COC1=CC=C(C=C1)C2C(=C(OC3=C2C(=O)CC(C3)C4=CC=CC5=CC=CC=C54)N)C#N"
"COMPOUND 21 [PMID: 23312943]"	"CC1=NOC(=C1)C2=CN=C(N=C2NC3CCC(CC3)N(C)C)NC4=CC(=CC(=C4)Cl)Cl"
"ECHISTATIN"	"CC[C@H](C)[C@@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC4=CN=CN4)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC6=CC=CC=C6)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)[C@@H]7CCCN7C(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)N"
"ALX40-4C"	"CC(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N"
"KH-CB19"	"CCOC(=O)C1=C(C2=C(N1C)C(=C(C=C2)Cl)Cl)/C(=C\N)/C#N"
"DES-AA5-[D-TRP8]SRIF"	"C[C@H]([C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)CC5=CC=CC=C5)CCCCN)NC(=O)CNC(=O)[C@H](C)N)C(=O)O)CO)[C@@H](C)O)CC6=CC=CC=C6)O"
"MARGATOXIN"	"CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC1CSSCC2C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC3CSSCC(C(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(CSSCC(NC(=O)C(NC3=O)CCCCN)C(=O)NC(CC6=CC=C(C=C6)O)C(=O)N7CCCC7C(=O)NC(CC8=CNC=N8)C(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2)CCCCN)C)C)CO)CCC(=O)N)CC9=CC=CC=C9)CCC(=O)N)C)CCCCN)CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC1=O)C(C)O)CO)CCCCN)CCC(=O)N)CCCCN)CC(=O)N)CCSC)NC(=O)C(C(C)O)N"
"CALCIPOTRIOL"	"C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C"
"(-)-NORADRENALINE"	"C1=CC(=C(C=C1[C@H](CN)O)O)O"
"ECF506"	"CC(C)(C)OC(=O)NC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)CCN4CCC(CC4)N(C)C)OC"
"COMPOUND 6EE [PMID: 22364528]"	"CC1=C(N=CC=C1)CN2CCC3(CC2)C(=O)N(C(=O)N3C4=CC(=O)N=CN4)C5=CC=C(C=C5)C6=CC=C(C=C6)C7=CC=NN7"
"AZD6605"	"C[C@]1(C(=O)NC(=O)N1)CS(=O)(=O)N2CCC(CC2)OC3=CC=C(C=C3)OC(C(F)F)(F)F"
"BGJ398"	"CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl"
"ONO-8711"	"CC1=C(C=CC(=C1)Cl)S(=O)(=O)NC[C@@H]2[C@H](C3CCC2CC3)/C=C\CCCC(=O)O"
"THIOCHROME"	"CC1=C(SC2=NC3=NC(=NC=C3CN12)C)CCO"
"D(CH2)5[TYR(ET)2,VAL4,DES-GLY9]AVP"	"CCOC1=CC=C(C=C1)C[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC3(CCCCC3)CC(=O)N2)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)CC(=O)N)C(C)C)CC5=CC=CC=C5"
"COMPOUND 13A [PMID: 23639540]"	"C1COCCN1C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CNN=C5)N=C3"
"NKY80"	"C1C(CC(=O)C2=CN=C(N=C21)N)C3=CC=CO3"
"XNT [PMID: 18391097]"	"CC1=CC=C(C=C1)S(=O)(=O)OC2=CC3=C(C=C2)OC4=C(C=CC(=C4C3=O)NCCN(C)C)CO"
"CHF-5074"	"C1CC1(C2=CC(=C(C=C2)C3=CC(=C(C=C3)Cl)Cl)F)C(=O)O"
"BMS-986020"	"CC1=NOC(=C1NC(=O)O[C@H](C)C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5(CC5)C(=O)O"
"COMPOUND 18 [PMID: 20873740]"	"C1=CC=C(C=C1)C2=C(C=C(N2)C3=NC(=NC=C3)N)C(=O)N"
"ASCIMINIB"	"C1CN(C[C@@H]1O)C2=NC=C(C=C2C3=CC=NN3)C(=O)NC4=CC=C(C=C4)OC(F)(F)Cl"
"RO116-4875/608"	"CC(C)[C@H](CN1CCC(CC1)CC2=CC(=C(C=C2)Cl)Cl)NC(=O)NC3=CC(=C(C(=C3)OC)OC)OC"
"IL-94"	"COCCN(CC1=CC(=CC2=C1C=NN2)F)C3=NC=CC(=N3)NC4=NNC(=C4)C5CC5"
"[125I]SD6"	"COC1=CC2=C(C=C1)NC=C2CCNC(=O)C[125I]"
"EXAMPLE 36 [WO2016177845]"	"COC1=C(N=CC(=C1)N(CC2CC2)C3=C4C=CC=C5C4=C(CC5)C=C3)C(=O)C6CC6C(=O)O"
"AGN 191976"	"CCCCC[C@@H](CC[C@H]1[C@H]2C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)OC(=O)O2)O"
"COMPOUND 26 [PMID: 21733693]"	"CC(C)C1=NC(=C(S1)C2=NC(=NC=C2)NC3=CN=C(C=C3)N4CCOCC4)C5=CC(=C(C=C5)F)NS(=O)(=O)C6=C(C=CC=C6F)F"
"ND-2158"	"C1CC2=C([C@H]1C[C@@H](C(=O)N)O)C3=C(N=CN=C3S2)OC4CCC(CC4)N5CCOCC5"
"RKI-1447"	"C1=CC(=CC(=C1)O)CNC(=O)NC2=NC(=CS2)C3=CC=NC=C3"
"EXENDIN-(9-39)"	"CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N6CCC[C@H]6C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)N"
"METHOPRENE ACID"	"CC(CCCC(C)(C)OC)C/C=C/C(=C/C(=O)O)/C"
"COMPOUND 2F [PMID: 2153213]"	"CC(C)C1=C(C(=CN1C2CCCCC2)C3=CC=C(C=C3)F)CC[C@H](C[C@H](CC(=O)[O-])O)O"
"NNC 11-1607"	"C1CN2CCC1C(C2)C3=NSN=C3OCC#CC4=CC(=CC=C4)C#CCOC5=NSN=C5C6CN7CCC6CC7"
"RN486"	"CN1CCN(CC1)C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=CC=C4)N5C=CC6=CC(=CC(=C6C5=O)F)C7CC7)CO"
"LYSOPHOSPHATIDYLCHOLINE"	"CC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O"
"BAY 60-6583"	"C1CC1COC2=CC=C(C=C2)C3=C(C(=NC(=C3C#N)SCC(=O)N)N)C#N"
"ROMIDEPSIN"	"C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C"
"RS 93520"	"C1CCC(CC1)[C@@H](C#C[C@@H]2[C@H](CC[C@@H]\3[C@@H]2C/C3=C\CCC(=O)O)O)O"
"RO4929097"	"CC(C)(C(=O)NCC(C(F)(F)F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C3=CC=CC=C3NC1=O"
"AZD8931"	"CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC"
"FRAX597"	"CCN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=C(C=C3)C4=CN=CS4)Cl)NC5=CC=C(C=C5)N6CCN(CC6)C"
"NITROOLEIC ACID"	"CCCCCCCC/C=C(\CCCCCCCC(=O)O)/[N+](=O)[O-]"
"EXAMPLE 373 [WO2012093101]"	"C1[C@H]2[C@@H]1N([C@@H](C2)C(=O)NCC3=C(C(=CC=C3)Cl)F)C(=O)NC4=CN(C5=C4C=C(C=C5)OCC#N)C(=O)N"
"RP5264"	"C[C@@H](C1=C(C(=O)C2=C(O1)C=CC(=C2)F)C3=CC(=CC=C3)F)N4C5=C(C(=N4)C6=CC(=C(C=C6)OC(C)C)F)C(=NC=N5)N"
"BS-181"	"CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCCCCCCN"
"CCT241533"	"CC(C)([C@@H]1CNC[C@H]1NC2=N/C(=C\3/C=C(C=CC3=O)F)/NC4=CC(=C(C=C42)OC)OC)O"
"LP-44"	"CSC1=CC=CC=C1N2CCN(CC2)CCCCCC(=O)NC3CCCC4=CC=CC=C34"
"COMPOUND 66 [PMID: 19788238]"	"CC1=C(C=C(C=C1)O)C2=CN3C4=C(N=C3N2C5=CC=CC=C5OC)N(C(=O)NC4=O)C"
"DESMOPRESSIN"	"CC(=O)O.C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N.O"
"LA3+"	"[La+3]"
"BROMFENAC"	"C1=CC(=C(C(=C1)CC(=O)O)N)C(=O)C2=CC=C(C=C2)Br"
"ATL802"	"CCCN1C2=C(C(=O)N(C1=O)C3CC3)NC(=N2)C4=CN=C(C=C4)N(C)C(=O)C5=CN=C(C=C5)C(F)(F)F"
"15(S)-15-METHYL-PGD2"	"CCCCC[C@@](C)(/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)O)O"
"CARBACHOL"	"C[N+](C)(C)CCOC(=O)N.[Cl-]"
"BQ123"	"CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(=O)N1)C(C)C)CC(=O)O)CC3=CNC4=CC=CC=C43"
"SYR-472"	"CN1C(=O)C=C(N(C1=O)CC2=C(C=CC(=C2)F)C#N)N3CCC[C@H](C3)N"
"COMPOUND 8E [PMID: 24432909]"	"CC1=C(SC(=N1)[C@@](C)(CO)O)C2=CC(=C(N=C2)N)O[C@H](C)C3=C(C=CC(=C3)F)N4N=CC=N4"
"IDELALISIB"	"CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5"
"AMP-PNP"	"C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O"
"4-APPES"	"CCS(=O)(=O)N(CC1=CN=CC=C1)C2=CC=C(C=C2)OC3=CC=C(C=C3)C(=O)N"
"Z-YVAD-FMK"	"C[C@@H](C(=O)N[C@@H](CC(=O)OC)C(=O)CF)NC(=O)[C@H](C(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)OCC2=CC=CC=C2"
"BESTATIN"	"CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O"
"XL647"	"CN1C[C@H]2CC(C[C@H]2C1)COC3=C(C=C4C(=C3)N=CN=C4NC5=C(C(=C(C=C5)Cl)Cl)F)OC"
"COMPOUND 22 [PMID: 20462760]"	"C1CC1NC(C2=CC=CC=C2)C(=O)NC3=C(C=C4C(=C3)C=CNC4=O)Cl"
"PF-543"	"CC1=CC(=CC(=C1)OCC2=CC=C(C=C2)CN3CCC[C@@H]3CO)CS(=O)(=O)C4=CC=CC=C4"
"PQR309"	"C1COCCN1C2=NC(=NC(=N2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4"
"[3H]L689560"	"C1[C@H](C2=C(C=C(C=C2N[C@@H]1C(=O)O)Cl)Cl)NC(=O)NC3=CC=CC=C3"
"HEMOKININ 1"	"C[C@H]([C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CCCN=C(N)N)N)O"
"[3H]LTD4"	"CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)N"
"XMD8-92"	"CCOC1=C(C=CC(=C1)N2CCC(CC2)O)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4C)C"
"PRISTANIC ACID"	"CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)O"
"COMPOUND 1 [PMID: 20005102]"	"CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3C4=COC=C4)OC[C@H](CC5=CNC6=CC=CC=C65)N"
"[3H]L655708"	"CCOC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC(=C4)OC"
"GSK-J4"	"CCOC(=O)CCNC1=NC(=NC(=C1)N2CCC3=CC=CC=C3CC2)C4=CC=CC=N4"
"ATC0065"	"CN(C)C1=NC(=NC2=CC=CC=C21)NC3CCC(CC3)NCCC4=C(C=C(C=C4)Br)OC(F)(F)F"
"IBERIOTOXIN"	"CC(C)CC1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)O)CCCCN)NC(=O)C(C(C)C)NC(=O)C(CO)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C4CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4)CCC(=O)O)CCCCN)CO)C(C)C)CO)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C6CCC(=O)N6)C(=O)NC(CCSC)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC7CSSCC(NC(=O)C(NC7=O)CCCNC(=N)N)C(=O)NC(CC8=CC=C(C=C8)O)C(=O)NC(CCC(=O)N)C(=O)O)CCCCN)CCCNC(=N)N)CC(=O)O)C(C)C)CC9=CC=CC=C9"
"[LEU13]MOTILIN (HUMAN)"	"CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)O)NC(=O)[C@@H]3CCCN3C(=O)[C@H](C(C)C)NC(=O)[C@H](CC4=CC=CC=C4)N"
"HEXAHYDRODIFENIDOL"	"C1CCC(CC1)C(CCCN2CCCCC2)(C3=CC=CC=C3)O"
"[3H]ELETRIPTAN"	"[3H]C([3H])([3H])N1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4"
"LTK-14"	"CC(=CC[C@@H]1C[C@]23C[C@@H](C(OC2=C(C(=O)[C@@](C3=O)(C1(C)C)CC=C(C)C)C(=O)C4=CC(=C(C=C4)OC)O)(C)C)CC=C(C)C)C"
"ALSTERPAULLONE 2-CYANOETHYL"	"C1C2=C(C3=C(C=CC(=C3)CCC#N)NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-]"
"OGX-427"	"CC1=CN(C(=O)NC1=O)[C@H]2CC([C@H](O2)COP(=S)(O)OC3C[C@@H](O[C@@H]3COP(=S)(O)OC4C[C@@H](O[C@@H]4COP(=S)(O)OC5C[C@@H](O[C@@H]5COP(=S)(O)OC6C[C@@H](O[C@@H]6COP(=S)(O)OC7C[C@@H](O[C@@H]7COP(=S)(O)OC8C[C@@H](O[C@@H]8COP(=O)(OC9C[C@@H](O[C@@H]9COP(=S)(O)OC1C[C@@H](O[C@@H]1COP(=S)(O)OC1[C@H](O[C@H](C1OCCOC)N1C=NC2=C1N=CN=C2N)COP(=S)(O)OC1[C@H](O[C@H](C1OCCOC)N1C=NC2=C1N=C(NC2=O)N)COP(=S)(O)OC1[C@H](O[C@H](C1OCCOC)N1C=NC2=C1N=C(NC2=O)N)COP(=S)(O)OC1[C@H](O[C@H](C1OCCOC)N1C=NC2=C1N=C(NC2=O)N)CO)N1C=C(C(=NC1=O)N)C)N1C=NC2=C1N=C(NC2=O)N)S)N1C=C(C(=NC1=O)N)C)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=NC1=O)N)C)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=NC1=O)N)C)OP(=S)(O)OC[C@@H]1C(C[C@@H](O1)N1C=C(C(=NC1=O)N)C)OP(=S)(O)OC[C@@H]1C(C[C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)(O)OC[C@@H]1C(C[C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)(O)OC[C@@H]1C(C([C@@H](O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OC[C@@H]1C(C([C@@H](O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OC[C@@H]1C(C([C@@H](O1)N1C=NC2=C1N=CNC2=N)OCCOC)OP(=S)(O)OC[C@@H]1C(C([C@@H](O1)N1C=C(C(=O)NC1=O)C)OCCOC)O"
"SST3-ODN-8"	"C[C@H]([C@H]1C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)N(C)C(=O)C2=CC3=CC=CC=C3C=C2)CC4=CC=C(C=C4)O)CC5=CC=CC=C5)NC(=O)N)C(=O)O)CC6=CC=CC=C6)O"
"GSK-LSD1"	"C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl"
"[3H]CGS8216"	"C1=CC=C(C=C1)N2C(=O)C3=C(N2)C4=CC=CC=C4N=C3"
"L-054,522"	"C[C@@H](C1=CNC2=CC=CC=C21)[C@H](C(=O)N[C@@H](CCCCN)C(=O)OC(C)(C)C)NC(=O)N3CCC(CC3)N4C5=CC=CC=C5NC4=O"
"BIM 23027"	"CC[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)C)C)CC5=CC=CC=C5"
"COMPOUND 2 [PMID: 15546730]"	"CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)C)C"
"ASPIRIN-TRIGGERED RESOLVIN D1"	"CC/C=C\C[C@H](/C=C/C=C\C=C\C=C\[C@H]([C@H](C/C=C\CCC(=O)O)O)O)O"
"BX-912"	"C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCC4=CN=CN4)Br"
"MK0752"	"C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl"
"DNA-PK INHIBITOR V"	"C1COCCN1C2=CC(=C(C=C2)C(=O)C3=CC=CC=C3)O"
"BP4.879A"	"CN1[C@@H]2CC[C@H]1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C"
"[35S]TBPS"	"CC(C)(C)C12COP(=[35S])(OC1)OC2"
"AC187"	"C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC4=CNC=N4)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)C)O"
"COMPOUND 1A [PMID: 24900749]"	"CC1=C(C=C(C=C1)NC2=NC3=C(C=NN3C(=C2)NC4CC4)C#N)NC(=O)C"
"PIK-108"	"CC1=CC(=C2C(=C1)C(=O)C=C(O2)N3CCOCC3)[C@H](C)NC4=CC=CC=C4"
"[11C]PYRILAMINE"	"CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2"
"OICR-9429"	"CN1CCN(CC1)C2=C(C=C(C=C2)C3=CC(=CC=C3)CN4CCOCC4)NC(=O)C5=CNC(=O)C=C5C(F)(F)F"
"IC-87114"	"CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C=NC5=C4N=CN=C5N"
"[11C]DOXEPIN"	"CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31"
"BGT226"	"CN1C2=CN=C3C=CC(=CC3=C2N(C1=O)C4=CC(=C(C=C4)N5CCNCC5)C(F)(F)F)C6=CN=C(C=C6)OC.C(=C\C(=O)O)\C(=O)O"
"CCT129957"	"C1=CC=C(C=C1)CCNC(=O)C2=CC3=C(N2)C(=CC=C3)[N+](=O)[O-]"
"19(R)-OH-PGE2"	"C[C@H](CCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O)O"
"COMPOUND 7 [PMID: 25719566]"	"CC1=CN(N=N1)CCN2C=NC(=C2C3=CC=C(C=C3)C#N)C4=CN(N=C4)C"
"DIPHOSPHORIC ACID"	"OP(=O)(O)OP(=O)(O)O"
"[3H]CGS19755"	"C1CNC(CC1CP(=O)(O)O)C(=O)O"
"EMD638683"	"CCC1=C(C=CC(=C1C)O)C(=O)NNC(=O)C(C2=CC(=CC(=C2)F)F)O"
"PF-592379"	"CCCN1C[C@H](OC[C@@H]1C)C2=CN=C(C=C2)N"
"LP99"	"CC1=CC(=O)N(C2=C1C=CC(=C2)N3[C@@H]([C@H](CCC3=O)NS(=O)(=O)CC(C)C)C4=CC=C(C=C4)Cl)C"
"COMPOUND 13D [PMID: 23639540]"	"C1COCCN1C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3"
